😀	cara, cara sonriendo, contento, divertido, sonrisa
🧒🏼	joven, joven: tono de piel claro medio, tono de piel claro medio
🧒🏽	joven, joven: tono de piel medio, tono de piel medio
🧒🏾	joven, joven: tono de piel oscuro medio, tono de piel oscuro medio
🧒🏿	joven, joven: tono de piel oscuro, tono de piel oscuro
👦🏻	joven, niño, niño: tono de piel claro, tono de piel claro
👦🏼	joven, niño, niño: tono de piel claro medio, tono de piel claro medio
👦🏽	joven, niño, niño: tono de piel medio, tono de piel medio
👦🏾	joven, niño, niño: tono de piel oscuro medio, tono de piel oscuro medio
👦🏿	joven, niño, niño: tono de piel oscuro, tono de piel oscuro
👧🏻	chica, joven, niña, niña: tono de piel claro, tono de piel claro
👧🏼	chica, joven, niña, niña: tono de piel claro medio, tono de piel claro medio
👧🏽	chica, joven, niña, niña: tono de piel medio, tono de piel medio
👧🏾	chica, joven, niña, niña: tono de piel oscuro medio, tono de piel oscuro medio
👧🏿	chica, joven, niña, niña: tono de piel oscuro, tono de piel oscuro
🧑	persona
🧑🏻	persona, persona: tono de piel claro, tono de piel claro
🧑🏼	persona, persona: tono de piel claro medio, tono de piel claro medio
🧑🏽	persona, persona: tono de piel medio, tono de piel medio
🧑🏾	persona, persona: tono de piel oscuro medio, tono de piel oscuro medio
🧑🏿	persona, persona: tono de piel oscuro, tono de piel oscuro
👱	cara, persona rubia
👱🏻	cara, persona adulta rubia: tono de piel claro, persona rubia, tono de piel claro
👱🏼	cara, persona adulta rubia: tono de piel claro medio, persona rubia, tono de piel claro medio
👱🏽	cara, persona adulta rubia: tono de piel medio, persona rubia, tono de piel medio
👱🏾	cara, persona adulta rubia: tono de piel oscuro medio, persona rubia, tono de piel oscuro medio
👱🏿	cara, persona adulta rubia: tono de piel oscuro, persona rubia, tono de piel oscuro
👨	adulto, cara, persona, señor
👨🏻	adulto, cara, hombre: tono de piel claro, persona, señor, tono de piel claro
👨🏼	adulto, cara, hombre: tono de piel claro medio, persona, señor, tono de piel claro medio
👨🏽	adulto, cara, hombre: tono de piel medio, persona, señor, tono de piel medio
👨🏾	adulto, cara, hombre: tono de piel oscuro medio, persona, señor, tono de piel oscuro medio
👨🏿	adulto, cara, hombre: tono de piel oscuro, persona, señor, tono de piel oscuro
🧔	barba, barbón, cara, persona con barba
🧔🏻	barba, barbón, cara, hombre con barba: tono de piel claro, persona con barba, tono de piel claro
🧔🏼	barba, barbón, cara, hombre con barba: tono de piel claro medio, persona con barba, tono de piel claro medio
🧔🏽	barba, barbón, cara, hombre con barba: tono de piel medio, persona con barba, tono de piel medio
🧔🏾	barba, barbón, cara, hombre con barba: tono de piel oscuro medio, persona con barba, tono de piel oscuro medio
🧔🏿	barba, barbón, cara, hombre con barba: tono de piel oscuro, persona con barba, tono de piel oscuro
👱‍♂	cara, güero, hombre rubio, rubio
👱🏻‍♂	cara, güero, hombre rubio, hombre rubio: tono de piel claro, rubio, tono de piel claro
👱🏼‍♂	cara, güero, hombre rubio, hombre rubio: tono de piel claro medio, rubio, tono de piel claro medio
👱🏽‍♂	cara, güero, hombre rubio, hombre rubio: tono de piel medio, rubio, tono de piel medio
👱🏾‍♂	cara, güero, hombre rubio, hombre rubio: tono de piel oscuro medio, rubio, tono de piel oscuro medio
👱🏿‍♂	cara, güero, hombre rubio, hombre rubio: tono de piel oscuro, rubio, tono de piel oscuro
👨‍🦰	adulto, cara, hombre: pelirrojo, pelirrojo, persona, señor
👨🏻‍🦰	adulto, cara, hombre: tono de piel claro y pelirrojo, pelirrojo, persona, señor, tono de piel claro
👨🏼‍🦰	adulto, cara, hombre: tono de piel claro medio y pelirrojo, pelirrojo, persona, señor, tono de piel claro medio
👨🏽‍🦰	adulto, cara, hombre: tono de piel medio y pelirrojo, pelirrojo, persona, señor, tono de piel medio
👨🏾‍🦰	adulto, cara, hombre: tono de piel oscuro medio y pelirrojo, pelirrojo, persona, señor, tono de piel oscuro medio
👨🏿‍🦰	adulto, cara, hombre: tono de piel oscuro y pelirrojo, pelirrojo, persona, señor, tono de piel oscuro
👨‍🦱	adulto, cara, hombre: pelo enrulado, pelo enrulado, persona, señor
👨🏻‍🦱	adulto, cara, hombre: tono de piel claro y pelo enrulado, pelo enrulado, persona, señor, tono de piel claro
👨🏼‍🦱	adulto, cara, hombre: tono de piel claro medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel claro medio
👨🏽‍🦱	adulto, cara, hombre: tono de piel medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel medio
👨🏾‍🦱	adulto, cara, hombre: tono de piel oscuro medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel oscuro medio
👨🏿‍🦱	adulto, cara, hombre: tono de piel oscuro y pelo enrulado, pelo enrulado, persona, señor, tono de piel oscuro
👨‍🦳	adulto, cara, hombre: pelo canoso, pelo canoso, persona, señor
👨🏻‍🦳	adulto, cara, hombre: tono de piel claro y pelo canoso, pelo canoso, persona, señor, tono de piel claro
👨🏼‍🦳	adulto, cara, hombre: tono de piel claro medio y pelo canoso, pelo canoso, persona, señor, tono de piel claro medio
👨🏽‍🦳	adulto, cara, hombre: tono de piel medio y pelo canoso, pelo canoso, persona, señor, tono de piel medio
👨🏾‍🦳	adulto, cara, hombre: tono de piel oscuro medio y pelo canoso, pelo canoso, persona, señor, tono de piel oscuro medio
👨🏿‍🦳	adulto, cara, hombre: tono de piel oscuro y pelo canoso, pelo canoso, persona, señor, tono de piel oscuro
👨‍🦲	adulto, calvo, cara, hombre: calvo, persona, señor
👨🏻‍🦲	adulto, calvo, cara, hombre: tono de piel claro y calvo, persona, señor, tono de piel claro
👨🏼‍🦲	adulto, calvo, cara, hombre: tono de piel claro medio y calvo, persona, señor, tono de piel claro medio
👨🏽‍🦲	adulto, calvo, cara, hombre: tono de piel medio y calvo, persona, señor, tono de piel medio
👨🏾‍🦲	adulto, calvo, cara, hombre: tono de piel oscuro medio y calvo, persona, señor, tono de piel oscuro medio
👨🏿‍🦲	adulto, calvo, cara, hombre: tono de piel oscuro y calvo, persona, señor, tono de piel oscuro
👩🏻	adulta, mujer, mujer: tono de piel claro, tono de piel claro
👩🏼	adulta, mujer, mujer: tono de piel claro medio, tono de piel claro medio
👩🏽	adulta, mujer, mujer: tono de piel medio, tono de piel medio
👩🏾	adulta, mujer, mujer: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿	adulta, mujer, mujer: tono de piel oscuro, tono de piel oscuro
👱‍♀	cara, güera, mujer, mujer rubia
👱🏻‍♀	cara, güera, mujer, mujer rubia, mujer rubia: tono de piel claro, tono de piel claro
👱🏼‍♀	cara, güera, mujer, mujer rubia, mujer rubia: tono de piel claro medio, tono de piel claro medio
👱🏽‍♀	cara, güera, mujer, mujer rubia, mujer rubia: tono de piel medio, tono de piel medio
👱🏾‍♀	cara, güera, mujer, mujer rubia, mujer rubia: tono de piel oscuro medio, tono de piel oscuro medio
👱🏿‍♀	cara, güera, mujer, mujer rubia, mujer rubia: tono de piel oscuro, tono de piel oscuro
👩‍🦰	adulta, mujer, mujer: pelirrojo, pelirrojo
👩🏻‍🦰	adulta, mujer, mujer: tono de piel claro y pelirrojo, pelirrojo, tono de piel claro
👩🏼‍🦰	adulta, mujer, mujer: tono de piel claro medio y pelirrojo, pelirrojo, tono de piel claro medio
👩🏽‍🦰	adulta, mujer, mujer: tono de piel medio y pelirrojo, pelirrojo, tono de piel medio
👩🏾‍🦰	adulta, mujer, mujer: tono de piel oscuro medio y pelirrojo, pelirrojo, tono de piel oscuro medio
👩🏿‍🦰	adulta, mujer, mujer: tono de piel oscuro y pelirrojo, pelirrojo, tono de piel oscuro
👩‍🦱	adulta, mujer, mujer: pelo enrulado, pelo enrulado
👩🏻‍🦱	adulta, mujer, mujer: tono de piel claro y pelo enrulado, pelo enrulado, tono de piel claro
👩🏼‍🦱	adulta, mujer, mujer: tono de piel claro medio y pelo enrulado, pelo enrulado, tono de piel claro medio
👩🏽‍🦱	adulta, mujer, mujer: tono de piel medio y pelo enrulado, pelo enrulado, tono de piel medio
👩🏾‍🦱	adulta, mujer, mujer: tono de piel oscuro medio y pelo enrulado, pelo enrulado, tono de piel oscuro medio
👩🏿‍🦱	adulta, mujer, mujer: tono de piel oscuro y pelo enrulado, pelo enrulado, tono de piel oscuro
👩‍🦳	adulta, mujer, mujer: pelo canoso, pelo canoso
👩🏻‍🦳	adulta, mujer, mujer: tono de piel claro y pelo canoso, pelo canoso, tono de piel claro
👩🏼‍🦳	adulta, mujer, mujer: tono de piel claro medio y pelo canoso, pelo canoso, tono de piel claro medio
👩🏽‍🦳	adulta, mujer, mujer: tono de piel medio y pelo canoso, pelo canoso, tono de piel medio
👩🏾‍🦳	adulta, mujer, mujer: tono de piel oscuro medio y pelo canoso, pelo canoso, tono de piel oscuro medio
👩🏿‍🦳	adulta, mujer, mujer: tono de piel oscuro y pelo canoso, pelo canoso, tono de piel oscuro
👩‍🦲	adulta, calvo, mujer, mujer: calvo
👩🏻‍🦲	adulta, calvo, mujer, mujer: tono de piel claro y calvo, tono de piel claro
👩🏼‍🦲	adulta, calvo, mujer, mujer: tono de piel claro medio y calvo, tono de piel claro medio
👩🏽‍🦲	adulta, calvo, mujer, mujer: tono de piel medio y calvo, tono de piel medio
👩🏾‍🦲	adulta, calvo, mujer, mujer: tono de piel oscuro medio y calvo, tono de piel oscuro medio
👩🏿‍🦲	adulta, calvo, mujer, mujer: tono de piel oscuro y calvo, tono de piel oscuro
🧓	persona mayor
🧓🏻	persona mayor, persona mayor: tono de piel claro, tono de piel claro
🧓🏼	persona mayor, persona mayor: tono de piel claro medio, tono de piel claro medio
🧓🏽	persona mayor, persona mayor: tono de piel medio, tono de piel medio
🧓🏾	persona mayor, persona mayor: tono de piel oscuro medio, tono de piel oscuro medio
🧓🏿	persona mayor, persona mayor: tono de piel oscuro, tono de piel oscuro
👴🏻	anciano, anciano: tono de piel claro, hombre, mayor, tono de piel claro
👴🏼	anciano, anciano: tono de piel claro medio, hombre, mayor, tono de piel claro medio
👴🏽	anciano, anciano: tono de piel medio, hombre, mayor, tono de piel medio
👴🏾	anciano, anciano: tono de piel oscuro medio, hombre, mayor, tono de piel oscuro medio
👴🏿	anciano, anciano: tono de piel oscuro, hombre, mayor, tono de piel oscuro
👵🏻	anciana, anciana: tono de piel claro, mayor, mujer, tono de piel claro
👵🏼	anciana, anciana: tono de piel claro medio, mayor, mujer, tono de piel claro medio
👵🏽	anciana, anciana: tono de piel medio, mayor, mujer, tono de piel medio
👵🏾	anciana, anciana: tono de piel oscuro medio, mayor, mujer, tono de piel oscuro medio
👵🏿	anciana, anciana: tono de piel oscuro, mayor, mujer, tono de piel oscuro
🙍	persona frunciendo el ceño
🙍🏻	persona frunciendo el ceño, persona frunciendo el ceño: tono de piel claro, tono de piel claro
🙍🏼	persona frunciendo el ceño, persona frunciendo el ceño: tono de piel claro medio, tono de piel claro medio
🙍🏽	persona frunciendo el ceño, persona frunciendo el ceño: tono de piel medio, tono de piel medio
🙍🏾	persona frunciendo el ceño, persona frunciendo el ceño: tono de piel oscuro medio, tono de piel oscuro medio
🙍🏿	persona frunciendo el ceño, persona frunciendo el ceño: tono de piel oscuro, tono de piel oscuro
🙍🏻‍♂	ceño, fruncido, gesto, hombre, hombre frunciendo el ceño, hombre frunciendo el ceño: tono de piel claro, tono de piel claro
🙍🏼‍♂	ceño, fruncido, gesto, hombre, hombre frunciendo el ceño, hombre frunciendo el ceño: tono de piel claro medio, tono de piel claro medio
🙍🏽‍♂	ceño, fruncido, gesto, hombre, hombre frunciendo el ceño, hombre frunciendo el ceño: tono de piel medio, tono de piel medio
🙍🏾‍♂	ceño, fruncido, gesto, hombre, hombre frunciendo el ceño, hombre frunciendo el ceño: tono de piel oscuro medio, tono de piel oscuro medio
🙍🏿‍♂	ceño, fruncido, gesto, hombre, hombre frunciendo el ceño, hombre frunciendo el ceño: tono de piel oscuro, tono de piel oscuro
🙍‍♀	mujer frunciendo el ceño
🙍🏻‍♀	mujer frunciendo el ceño, mujer frunciendo el ceño: tono de piel claro, tono de piel claro
🙍🏼‍♀	mujer frunciendo el ceño, mujer frunciendo el ceño: tono de piel claro medio, tono de piel claro medio
🙍🏽‍♀	mujer frunciendo el ceño, mujer frunciendo el ceño: tono de piel medio, tono de piel medio
🙍🏾‍♀	mujer frunciendo el ceño, mujer frunciendo el ceño: tono de piel oscuro medio, tono de piel oscuro medio
🙍🏿‍♀	mujer frunciendo el ceño, mujer frunciendo el ceño: tono de piel oscuro, tono de piel oscuro
🙎	persona haciendo pucheros
🙎🏻	persona haciendo pucheros, persona haciendo pucheros: tono de piel claro, tono de piel claro
🙎🏼	persona haciendo pucheros, persona haciendo pucheros: tono de piel claro medio, tono de piel claro medio
🙎🏽	persona haciendo pucheros, persona haciendo pucheros: tono de piel medio, tono de piel medio
🙎🏾	persona haciendo pucheros, persona haciendo pucheros: tono de piel oscuro medio, tono de piel oscuro medio
🙎🏿	persona haciendo pucheros, persona haciendo pucheros: tono de piel oscuro, tono de piel oscuro
🙎🏻‍♂	gesto, hombre, hombre haciendo pucheros, hombre haciendo pucheros: tono de piel claro, pucheros, tono de piel claro
🙎🏼‍♂	gesto, hombre, hombre haciendo pucheros, hombre haciendo pucheros: tono de piel claro medio, pucheros, tono de piel claro medio
🙎🏽‍♂	gesto, hombre, hombre haciendo pucheros, hombre haciendo pucheros: tono de piel medio, pucheros, tono de piel medio
🙎🏾‍♂	gesto, hombre, hombre haciendo pucheros, hombre haciendo pucheros: tono de piel oscuro medio, pucheros, tono de piel oscuro medio
🙎🏿‍♂	gesto, hombre, hombre haciendo pucheros, hombre haciendo pucheros: tono de piel oscuro, pucheros, tono de piel oscuro
🙎🏻‍♀	gesto, mujer, mujer haciendo pucheros, mujer haciendo pucheros: tono de piel claro, pucheros, tono de piel claro
🙎🏼‍♀	gesto, mujer, mujer haciendo pucheros, mujer haciendo pucheros: tono de piel claro medio, pucheros, tono de piel claro medio
🙎🏽‍♀	gesto, mujer, mujer haciendo pucheros, mujer haciendo pucheros: tono de piel medio, pucheros, tono de piel medio
🙎🏾‍♀	gesto, mujer, mujer haciendo pucheros, mujer haciendo pucheros: tono de piel oscuro medio, pucheros, tono de piel oscuro medio
🙎🏿‍♀	gesto, mujer, mujer haciendo pucheros, mujer haciendo pucheros: tono de piel oscuro, pucheros, tono de piel oscuro
🙅	persona haciendo el gesto de "no"
🙅🏻	persona haciendo el gesto de "no", persona haciendo el gesto de "no": tono de piel claro, tono de piel claro
🙅🏼	persona haciendo el gesto de "no", persona haciendo el gesto de "no": tono de piel claro medio, tono de piel claro medio
🙅🏽	persona haciendo el gesto de "no", persona haciendo el gesto de "no": tono de piel medio, tono de piel medio
🙅🏾	persona haciendo el gesto de "no", persona haciendo el gesto de "no": tono de piel oscuro medio, tono de piel oscuro medio
🙅🏿	persona haciendo el gesto de "no", persona haciendo el gesto de "no": tono de piel oscuro, tono de piel oscuro
