😀	aurpegi, barre egiten ari den aurpegia, irribarre
👏🏿	6. mota, esku, gorputz, txalo, txaloka ari diren eskuak, txaloka ari diren eskuak: 6. mota
🙌	altxatu, esku, eskuak altxatzen ari den pertsona, keinu, ospakizun
🙌🏻	1–2. mota, altxatu, esku, eskuak altxatzen ari den pertsona, eskuak altxatzen ari den pertsona: 1–2. mota, keinu, ospakizun
🙌🏼	3. mota, altxatu, esku, eskuak altxatzen ari den pertsona, eskuak altxatzen ari den pertsona: 3. mota, keinu, ospakizun
🙌🏽	altxatu, bitarteko azal-tonua, esku, eskuak altxatzen ari den pertsona, eskuak altxatzen ari den pertsona: bitarteko azal-tonua, keinu, ospakizun
🙌🏾	5. mota, altxatu, esku, eskuak altxatzen ari den pertsona, eskuak altxatzen ari den pertsona: 5. mota, keinu, ospakizun
🙌🏿	6. mota, altxatu, esku, eskuak altxatzen ari den pertsona, eskuak altxatzen ari den pertsona: 6. mota, keinu, ospakizun
👐	esku, esku irekiak, gorputz, ireki
👐🏻	1–2. mota, esku, esku irekiak, esku irekiak: 1–2. mota, gorputz, ireki
👐🏼	3. mota, esku, esku irekiak, esku irekiak: 3. mota, gorputz, ireki
👐🏽	bitarteko azal-tonua, esku, esku irekiak, esku irekiak: bitarteko azal-tonua, gorputz, ireki
👐🏾	5. mota, esku, esku irekiak, esku irekiak: 5. mota, gorputz, ireki
👐🏿	6. mota, esku, esku irekiak, esku irekiak: 6. mota, gorputz, ireki
🤲	esku-azpiak elkartuta, otoitza
🤲🏻	1–2. mota, esku-azpiak elkartuta, esku-azpiak elkartuta: 1–2. mota, otoitza
🤲🏼	3. mota, esku-azpiak elkartuta, esku-azpiak elkartuta: 3. mota, otoitza
🤲🏽	bitarteko azal-tonua, esku-azpiak elkartuta, esku-azpiak elkartuta: bitarteko azal-tonua, otoitza
🤲🏾	5. mota, esku-azpiak elkartuta, esku-azpiak elkartuta: 5. mota, otoitza
🤲🏿	6. mota, esku-azpiak elkartuta, esku-azpiak elkartuta: 6. mota, otoitza
🤝	adostasun, bilera, esku, esku-emate, esku-ematea
🙏	erregutzen ari diren eskuak, eskatu, eskerrak, mesedez, otoitz
🙏🏻	1–2. mota, erregutzen ari diren eskuak, erregutzen ari diren eskuak: 1–2. mota, eskatu, eskerrak, mesedez, otoitz
🙏🏼	3. mota, erregutzen ari diren eskuak, erregutzen ari diren eskuak: 3. mota, eskatu, eskerrak, mesedez, otoitz
🙏🏽	bitarteko azal-tonua, erregutzen ari diren eskuak, erregutzen ari diren eskuak: bitarteko azal-tonua, eskatu, eskerrak, mesedez, otoitz
🙏🏾	5. mota, erregutzen ari diren eskuak, erregutzen ari diren eskuak: 5. mota, eskatu, eskerrak, mesedez, otoitz
🙏🏿	6. mota, erregutzen ari diren eskuak, erregutzen ari diren eskuak: 6. mota, eskatu, eskerrak, mesedez, otoitz
✍️	esku, gorputz, idatzi, idazten ari den eskua
✍🏻	1–2. mota, esku, gorputz, idatzi, idazten ari den eskua, idazten ari den eskua: 1–2. mota
✍🏼	3. mota, esku, gorputz, idatzi, idazten ari den eskua, idazten ari den eskua: 3. mota
✍🏽	bitarteko azal-tonua, esku, gorputz, idatzi, idazten ari den eskua, idazten ari den eskua: bitarteko azal-tonua
✍🏾	5. mota, esku, gorputz, idatzi, idazten ari den eskua, idazten ari den eskua: 5. mota
✍🏿	6. mota, esku, gorputz, idatzi, idazten ari den eskua, idazten ari den eskua: 6. mota
💅	azazkal, azazkaletako esmaltea, edertasun, esmalte, gorputz, kosmetika, manikura
💅🏻	1–2. mota, azazkal, azazkaletako esmaltea, azazkaletako esmaltea: 1–2. mota, edertasun, esmalte, gorputz, kosmetika, manikura
💅🏼	3. mota, azazkal, azazkaletako esmaltea, azazkaletako esmaltea: 3. mota, edertasun, esmalte, gorputz, kosmetika, manikura
💅🏽	azazkal, azazkaletako esmaltea, azazkaletako esmaltea: bitarteko azal-tonua, bitarteko azal-tonua, edertasun, esmalte, gorputz, kosmetika, manikura
💅🏾	5. mota, azazkal, azazkaletako esmaltea, azazkaletako esmaltea: 5. mota, edertasun, esmalte, gorputz, kosmetika, manikura
💅🏿	6. mota, azazkal, azazkaletako esmaltea, azazkaletako esmaltea: 6. mota, edertasun, esmalte, gorputz, kosmetika, manikura
🤳	autoargazki, autoargazkia, kamera, telefono
🤳🏻	1–2. mota, autoargazki, autoargazkia, autoargazkia: 1–2. mota, kamera, telefono
🤳🏼	3. mota, autoargazki, autoargazkia, autoargazkia: 3. mota, kamera, telefono
🤳🏽	autoargazki, autoargazkia, autoargazkia: bitarteko azal-tonua, bitarteko azal-tonua, kamera, telefono
🤳🏾	5. mota, autoargazki, autoargazkia, autoargazkia: 5. mota, kamera, telefono
🤳🏿	6. mota, autoargazki, autoargazkia, autoargazkia: 6. mota, kamera, telefono
💪	bizeps, bizepsak, flexio, gihar, gorputz, komiki
💪🏻	1–2. mota, bizeps, bizepsak, bizepsak: 1–2. mota, flexio, gihar, gorputz, komiki
💪🏼	3. mota, bizeps, bizepsak, bizepsak: 3. mota, flexio, gihar, gorputz, komiki
💪🏽	bitarteko azal-tonua, bizeps, bizepsak, bizepsak: bitarteko azal-tonua, flexio, gihar, gorputz, komiki
💪🏾	5. mota, bizeps, bizepsak, bizepsak: 5. mota, flexio, gihar, gorputz, komiki
💪🏿	6. mota, bizeps, bizepsak, bizepsak: 6. mota, flexio, gihar, gorputz, komiki
🦾	beso mekanikoa, irisgarritasun, prostetiko
🦿	hanka mekanikoa, irisgarritasun, prostetiko
🦵	gorputz-adar, hanka, ostikada
🦵🏻	1–2. mota, gorputz-adar, hanka, hanka: 1–2. mota, ostikada
🦵🏼	3. mota, gorputz-adar, hanka, hanka: 3. mota, ostikada
🦵🏽	bitarteko azal-tonua, gorputz-adar, hanka, hanka: bitarteko azal-tonua, ostikada
🦵🏾	5. mota, gorputz-adar, hanka, hanka: 5. mota, ostikada
🦵🏿	6. mota, gorputz-adar, hanka, hanka: 6. mota, ostikada
🦶	oina, ostikada, zanpatu
🦶🏻	1–2. mota, oina, oina: 1–2. mota, ostikada, zanpatu
🦶🏼	3. mota, oina, oina: 3. mota, ostikada, zanpatu
🦶🏽	bitarteko azal-tonua, oina, oina: bitarteko azal-tonua, ostikada, zanpatu
🦶🏾	5. mota, oina, oina: 5. mota, ostikada, zanpatu
🦶🏿	6. mota, oina, oina: 6. mota, ostikada, zanpatu
👂️	belarria, gorputz
👂🏻	1–2. mota, belarria, belarria: 1–2. mota, gorputz
👂🏼	3. mota, belarria, belarria: 3. mota, gorputz
👂🏽	belarria, belarria: bitarteko azal-tonua, bitarteko azal-tonua, gorputz
👂🏾	5. mota, belarria, belarria: 5. mota, gorputz
👂🏿	6. mota, belarria, belarria: 6. mota, gorputz
🦻	audifonoa duen belarria, gortasun, irisgarritasun
🦻🏻	1–2. mota, audifonoa duen belarria, audifonoa duen belarria: 1–2. mota, gortasun, irisgarritasun
🦻🏼	3. mota, audifonoa duen belarria, audifonoa duen belarria: 3. mota, gortasun, irisgarritasun
🦻🏽	audifonoa duen belarria, audifonoa duen belarria: bitarteko azal-tonua, bitarteko azal-tonua, gortasun, irisgarritasun
🦻🏾	5. mota, audifonoa duen belarria, audifonoa duen belarria: 5. mota, gortasun, irisgarritasun
🦻🏿	6. mota, audifonoa duen belarria, audifonoa duen belarria: 6. mota, gortasun, irisgarritasun
👃	gorputz, sudurra
👃🏻	1–2. mota, gorputz, sudurra, sudurra: 1–2. mota
👃🏼	3. mota, gorputz, sudurra, sudurra: 3. mota
👃🏽	bitarteko azal-tonua, gorputz, sudurra, sudurra: bitarteko azal-tonua
👃🏾	5. mota, gorputz, sudurra, sudurra: 5. mota
👃🏿	6. mota, gorputz, sudurra, sudurra: 6. mota
🧠	adimentsu, argi, azkar, burmuina
🦷	dentista, hortza
🦴	eskeleto, hezurra
👀	aurpegi, begi, begiak, gorputz
👁️	begi, gorputz
👅	gorputz, mingaina
👄	ahoa, ezpainak, gorputz
👶	haurtxo, haurtxoa
👶🏻	1–2. mota, haurtxo, haurtxoa, haurtxoa: 1–2. mota
👶🏼	3. mota, haurtxo, haurtxoa, haurtxoa: 3. mota
👶🏽	bitarteko azal-tonua, haurtxo, haurtxoa, haurtxoa: bitarteko azal-tonua
👶🏾	5. mota, haurtxo, haurtxoa, haurtxoa: 5. mota
👶🏿	6. mota, haurtxo, haurtxoa, haurtxoa: 6. mota
🧒	gazte, genero neutroko, haur
🧒🏻	1–2. mota, gazte, genero neutroko, haur, haur: 1–2. mota
🧒🏼	3. mota, gazte, genero neutroko, haur, haur: 3. mota
🧒🏽	bitarteko azal-tonua, gazte, genero neutroko, haur, haur: bitarteko azal-tonua
🧒🏾	5. mota, gazte, genero neutroko, haur, haur: 5. mota
🧒🏿	6. mota, gazte, genero neutroko, haur, haur: 6. mota
👦	gizon, mutil, mutila
👦🏻	1–2. mota, gizon, mutil, mutila, mutila: 1–2. mota
👦🏼	3. mota, gizon, mutil, mutila, mutila: 3. mota
👦🏽	bitarteko azal-tonua, gizon, mutil, mutila, mutila: bitarteko azal-tonua
👦🏾	5. mota, gizon, mutil, mutila, mutila: 5. mota
👦🏿	6. mota, gizon, mutil, mutila, mutila: 6. mota
👧	emakume, neska
👧🏻	1–2. mota, emakume, neska, neska: 1–2. mota
👧🏼	3. mota, emakume, neska, neska: 3. mota
👧🏽	bitarteko azal-tonua, emakume, neska, neska: bitarteko azal-tonua
👧🏾	5. mota, emakume, neska, neska: 5. mota
👧🏿	6. mota, emakume, neska, neska: 6. mota
🧑	genero neutroko, heldu
🧑🏻	1–2. mota, genero neutroko, heldu, heldu: 1–2. mota
🧑🏼	3. mota, genero neutroko, heldu, heldu: 3. mota
🧑🏽	bitarteko azal-tonua, genero neutroko, heldu, heldu: bitarteko azal-tonua
🧑🏾	5. mota, genero neutroko, heldu, heldu: 5. mota
🧑🏿	6. mota, genero neutroko, heldu, heldu: 6. mota
👱	ile, ilehori, pertsona ilehoria
👱🏻	1–2. mota, ile, ilehori, pertsona ilehoria, pertsona ilehoria: 1–2. mota
👱🏼	3. mota, ile, ilehori, pertsona ilehoria, pertsona ilehoria: 3. mota
👱🏽	bitarteko azal-tonua, ile, ilehori, pertsona ilehoria, pertsona ilehoria: bitarteko azal-tonua
👱🏾	5. mota, ile, ilehori, pertsona ilehoria, pertsona ilehoria: 5. mota
👱🏿	6. mota, ile, ilehori, pertsona ilehoria, pertsona ilehoria: 6. mota
👨	gizon, gizona, gizonezko
👨🏻	1–2. mota, gizon, gizona, gizona: 1–2. mota, gizonezko
👨🏼	3. mota, gizon, gizona, gizona: 3. mota, gizonezko
👨🏽	bitarteko azal-tonua, gizon, gizona, gizona: bitarteko azal-tonua, gizonezko
👨🏾	5. mota, gizon, gizona, gizona: 5. mota, gizonezko
👨🏿	6. mota, gizon, gizona, gizona: 6. mota, gizonezko
🧔	bizar, pertsona bizarduna
🧔🏻	1–2. mota, bizar, pertsona bizarduna, pertsona bizarduna: 1–2. mota
🧔🏼	3. mota, bizar, pertsona bizarduna, pertsona bizarduna: 3. mota
🧔🏽	bitarteko azal-tonua, bizar, pertsona bizarduna, pertsona bizarduna: bitarteko azal-tonua
🧔🏾	5. mota, bizar, pertsona bizarduna, pertsona bizarduna: 5. mota
🧔🏿	6. mota, bizar, pertsona bizarduna, pertsona bizarduna: 6. mota
👱‍♂	gizon, gizon ilehoria, gizonezko, ilehori
👱🏻‍♂	1–2. mota, gizon, gizon ilehoria, gizon ilehoria: 1–2. mota, gizonezko, ilehori
👱🏼‍♂	3. mota, gizon, gizon ilehoria, gizon ilehoria: 3. mota, gizonezko, ilehori
👱🏽‍♂	bitarteko azal-tonua, gizon, gizon ilehoria, gizon ilehoria: bitarteko azal-tonua, gizonezko, ilehori
👱🏾‍♂	5. mota, gizon, gizon ilehoria, gizon ilehoria: 5. mota, gizonezko, ilehori
👱🏿‍♂	6. mota, gizon, gizon ilehoria, gizon ilehoria: 6. mota, gizonezko, ilehori
👨‍🦰	gizon, gizona, gizona: ilegorri, gizonezko, ilegorri
👨🏻‍🦰	1–2. mota, gizon, gizona, gizona: 1–2. mota eta ilegorri, gizonezko, ilegorri
👨🏼‍🦰	3. mota, gizon, gizona, gizona: 3. mota eta ilegorri, gizonezko, ilegorri
👨🏽‍🦰	bitarteko azal-tonua, gizon, gizona, gizona: bitarteko azal-tonua eta ilegorri, gizonezko, ilegorri
👨🏾‍🦰	5. mota, gizon, gizona, gizona: 5. mota eta ilegorri, gizonezko, ilegorri
👨🏿‍🦰	6. mota, gizon, gizona, gizona: 6. mota eta ilegorri, gizonezko, ilegorri
👨‍🦱	gizon, gizona, gizona: ile kizkur, gizonezko, ile kizkur
👨🏻‍🦱	1–2. mota, gizon, gizona, gizona: 1–2. mota eta ile kizkur, gizonezko, ile kizkur
👨🏼‍🦱	3. mota, gizon, gizona, gizona: 3. mota eta ile kizkur, gizonezko, ile kizkur
👨🏽‍🦱	bitarteko azal-tonua, gizon, gizona, gizona: bitarteko azal-tonua eta ile kizkur, gizonezko, ile kizkur
👨🏾‍🦱	5. mota, gizon, gizona, gizona: 5. mota eta ile kizkur, gizonezko, ile kizkur
👨🏿‍🦱	6. mota, gizon, gizona, gizona: 6. mota eta ile kizkur, gizonezko, ile kizkur
👨‍🦳	gizon, gizona, gizona: ilezuri, gizonezko, ilezuri
👨🏻‍🦳	1–2. mota, gizon, gizona, gizona: 1–2. mota eta ilezuri, gizonezko, ilezuri
👨🏼‍🦳	3. mota, gizon, gizona, gizona: 3. mota eta ilezuri, gizonezko, ilezuri
👨🏽‍🦳	bitarteko azal-tonua, gizon, gizona, gizona: bitarteko azal-tonua eta ilezuri, gizonezko, ilezuri
👨🏾‍🦳	5. mota, gizon, gizona, gizona: 5. mota eta ilezuri, gizonezko, ilezuri
👨🏿‍🦳	6. mota, gizon, gizona, gizona: 6. mota eta ilezuri, gizonezko, ilezuri
👨‍🦲	burusoil, gizon, gizona, gizona: burusoil, gizonezko
👨🏻‍🦲	1–2. mota, burusoil, gizon, gizona, gizona: 1–2. mota eta burusoil, gizonezko
👨🏼‍🦲	3. mota, burusoil, gizon, gizona, gizona: 3. mota eta burusoil, gizonezko
👨🏽‍🦲	bitarteko azal-tonua, burusoil, gizon, gizona, gizona: bitarteko azal-tonua eta burusoil, gizonezko
👨🏾‍🦲	5. mota, burusoil, gizon, gizona, gizona: 5. mota eta burusoil, gizonezko
👨🏿‍🦲	6. mota, burusoil, gizon, gizona, gizona: 6. mota eta burusoil, gizonezko
👩	emakume, emakumea, emakumezko
👩🏻	1–2. mota, emakume, emakumea, emakumea: 1–2. mota, emakumezko
👩🏼	3. mota, emakume, emakumea, emakumea: 3. mota, emakumezko
👩🏽	bitarteko azal-tonua, emakume, emakumea, emakumea: bitarteko azal-tonua, emakumezko
👩🏾	5. mota, emakume, emakumea, emakumea: 5. mota, emakumezko
👩🏿	6. mota, emakume, emakumea, emakumea: 6. mota, emakumezko
👱‍♀	emakume, emakume ilehoria, emakumezko, ilehori
👱🏻‍♀	1–2. mota, emakume, emakume ilehoria, emakume ilehoria: 1–2. mota, emakumezko, ilehori
👱🏼‍♀	3. mota, emakume, emakume ilehoria, emakume ilehoria: 3. mota, emakumezko, ilehori
👱🏽‍♀	bitarteko azal-tonua, emakume, emakume ilehoria, emakume ilehoria: bitarteko azal-tonua, emakumezko, ilehori
👱🏾‍♀	5. mota, emakume, emakume ilehoria, emakume ilehoria: 5. mota, emakumezko, ilehori
👱🏿‍♀	6. mota, emakume, emakume ilehoria, emakume ilehoria: 6. mota, emakumezko, ilehori
👩‍🦰	emakume, emakumea, emakumea: ilegorri, emakumezko, ilegorri
👩🏻‍🦰	1–2. mota, emakume, emakumea, emakumea: 1–2. mota eta ilegorri, emakumezko, ilegorri
👩🏼‍🦰	3. mota, emakume, emakumea, emakumea: 3. mota eta ilegorri, emakumezko, ilegorri
👩🏽‍🦰	bitarteko azal-tonua, emakume, emakumea, emakumea: bitarteko azal-tonua eta ilegorri, emakumezko, ilegorri
👩🏾‍🦰	5. mota, emakume, emakumea, emakumea: 5. mota eta ilegorri, emakumezko, ilegorri
👩🏿‍🦰	6. mota, emakume, emakumea, emakumea: 6. mota eta ilegorri, emakumezko, ilegorri
👩‍🦱	emakume, emakumea, emakumea: ile kizkur, emakumezko, ile kizkur
👩🏻‍🦱	1–2. mota, emakume, emakumea, emakumea: 1–2. mota eta ile kizkur, emakumezko, ile kizkur
👩🏼‍🦱	3. mota, emakume, emakumea, emakumea: 3. mota eta ile kizkur, emakumezko, ile kizkur
👩🏽‍🦱	bitarteko azal-tonua, emakume, emakumea, emakumea: bitarteko azal-tonua eta ile kizkur, emakumezko, ile kizkur
👩🏾‍🦱	5. mota, emakume, emakumea, emakumea: 5. mota eta ile kizkur, emakumezko, ile kizkur
👩🏿‍🦱	6. mota, emakume, emakumea, emakumea: 6. mota eta ile kizkur, emakumezko, ile kizkur
👩‍🦳	emakume, emakumea, emakumea: ilezuri, emakumezko, ilezuri
👩🏻‍🦳	1–2. mota, emakume, emakumea, emakumea: 1–2. mota eta ilezuri, emakumezko, ilezuri
👩🏼‍🦳	3. mota, emakume, emakumea, emakumea: 3. mota eta ilezuri, emakumezko, ilezuri
👩🏽‍🦳	bitarteko azal-tonua, emakume, emakumea, emakumea: bitarteko azal-tonua eta ilezuri, emakumezko, ilezuri
👩🏾‍🦳	5. mota, emakume, emakumea, emakumea: 5. mota eta ilezuri, emakumezko, ilezuri
👩🏿‍🦳	6. mota, emakume, emakumea, emakumea: 6. mota eta ilezuri, emakumezko, ilezuri
👩‍🦲	burusoil, emakume, emakumea, emakumea: burusoil, emakumezko
👩🏻‍🦲	1–2. mota, burusoil, emakume, emakumea, emakumea: 1–2. mota eta burusoil, emakumezko
👩🏼‍🦲	3. mota, burusoil, emakume, emakumea, emakumea: 3. mota eta burusoil, emakumezko
👩🏽‍🦲	bitarteko azal-tonua, burusoil, emakume, emakumea, emakumea: bitarteko azal-tonua eta burusoil, emakumezko
👩🏾‍🦲	5. mota, burusoil, emakume, emakumea, emakumea: 5. mota eta burusoil, emakumezko
👩🏿‍🦲	6. mota, burusoil, emakume, emakumea, emakumea: 6. mota eta burusoil, emakumezko
🧓	adineko, agure, genero neutroko
🧓🏻	1–2. mota, adineko, agure, agure: 1–2. mota, genero neutroko
🧓🏼	3. mota, adineko, agure, agure: 3. mota, genero neutroko
🧓🏽	adineko, agure, agure: bitarteko azal-tonua, bitarteko azal-tonua, genero neutroko
🧓🏾	5. mota, adineko, agure, agure: 5. mota, genero neutroko
🧓🏿	6. mota, adineko, agure, agure: 6. mota, genero neutroko
👴	agure, aitona, gizon, gizonezko, zahar
👴🏻	1–2. mota, agure, aitona, aitona: 1–2. mota, gizon, gizonezko, zahar
👴🏼	3. mota, agure, aitona, aitona: 3. mota, gizon, gizonezko, zahar
👴🏽	agure, aitona, aitona: bitarteko azal-tonua, bitarteko azal-tonua, gizon, gizonezko, zahar
👴🏾	5. mota, agure, aitona, aitona: 5. mota, gizon, gizonezko, zahar
👴🏿	6. mota, agure, aitona, aitona: 6. mota, gizon, gizonezko, zahar
👵	agure, amona, emakume, emakumezko, zahar
👵🏻	1–2. mota, agure, amona, amona: 1–2. mota, emakume, emakumezko, zahar
👵🏼	3. mota, agure, amona, amona: 3. mota, emakume, emakumezko, zahar
👵🏽	agure, amona, amona: bitarteko azal-tonua, bitarteko azal-tonua, emakume, emakumezko, zahar
👵🏾	5. mota, agure, amona, amona: 5. mota, emakume, emakumezko, zahar
👵🏿	6. mota, agure, amona, amona: 6. mota, emakume, emakumezko, zahar
🙍	keinu, kopeta, kopeta zimurtzen ari den pertsona, zimurtu
🙍🏻	1–2. mota, keinu, kopeta, kopeta zimurtzen ari den pertsona, kopeta zimurtzen ari den pertsona: 1–2. mota, zimurtu
🙍🏼	3. mota, keinu, kopeta, kopeta zimurtzen ari den pertsona, kopeta zimurtzen ari den pertsona: 3. mota, zimurtu
🙍🏽	bitarteko azal-tonua, keinu, kopeta, kopeta zimurtzen ari den pertsona, kopeta zimurtzen ari den pertsona: bitarteko azal-tonua, zimurtu
🙍🏾	5. mota, keinu, kopeta, kopeta zimurtzen ari den pertsona, kopeta zimurtzen ari den pertsona: 5. mota, zimurtu
🙍🏿	6. mota, keinu, kopeta, kopeta zimurtzen ari den pertsona, kopeta zimurtzen ari den pertsona: 6. mota, zimurtu
🙍‍♂	gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, zimurtu
🙍🏻‍♂	1–2. mota, gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, kopeta zimurtzen ari den gizona: 1–2. mota, zimurtu
🙍🏼‍♂	3. mota, gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, kopeta zimurtzen ari den gizona: 3. mota, zimurtu
🙍🏽‍♂	bitarteko azal-tonua, gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, kopeta zimurtzen ari den gizona: bitarteko azal-tonua, zimurtu
🙍🏾‍♂	5. mota, gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, kopeta zimurtzen ari den gizona: 5. mota, zimurtu
🙍🏿‍♂	6. mota, gizon, gizonezko, keinu, kopeta, kopeta zimurtzen ari den gizona, kopeta zimurtzen ari den gizona: 6. mota, zimurtu
🙍‍♀	emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, zimurtu
🙍🏻‍♀	1–2. mota, emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, kopeta zimurtzen ari den emakumea: 1–2. mota, zimurtu
🙍🏼‍♀	3. mota, emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, kopeta zimurtzen ari den emakumea: 3. mota, zimurtu
🙍🏽‍♀	bitarteko azal-tonua, emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, kopeta zimurtzen ari den emakumea: bitarteko azal-tonua, zimurtu
🙍🏾‍♀	5. mota, emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, kopeta zimurtzen ari den emakumea: 5. mota, zimurtu
🙍🏿‍♀	6. mota, emakume, emakumezko, keinu, kopeta, kopeta zimurtzen ari den emakumea, kopeta zimurtzen ari den emakumea: 6. mota, zimurtu
