😀	lledwenu, wyneb, wyneb yn gwenu â cheg agored
🧝	coblyn, hudol
🧝🏻	arlliw croen golau, coblyn, coblyn: arlliw croen golau, hudol
🧝🏼	arlliw croen canolig-golau, coblyn, coblyn: arlliw croen canolig-golau, hudol
🧝🏽	arlliw croen canolog, coblyn, coblyn: arlliw croen canolog, hudol
🧝🏾	arlliw croen canolig-tywyll, coblyn, coblyn: arlliw croen canolig-tywyll, hudol
🧝🏿	arlliw croen tywyll, coblyn, coblyn: arlliw croen tywyll, hudol
🧝‍♂	coblyn gwrwywaidd, hudol
🧝🏻‍♂	arlliw croen golau, coblyn gwrwywaidd, coblyn gwrwywaidd: arlliw croen golau, hudol
🧝🏼‍♂	arlliw croen canolig-golau, coblyn gwrwywaidd, coblyn gwrwywaidd: arlliw croen canolig-golau, hudol
🧝🏽‍♂	arlliw croen canolog, coblyn gwrwywaidd, coblyn gwrwywaidd: arlliw croen canolog, hudol
🧝🏾‍♂	arlliw croen canolig-tywyll, coblyn gwrwywaidd, coblyn gwrwywaidd: arlliw croen canolig-tywyll, hudol
🧝🏿‍♂	arlliw croen tywyll, coblyn gwrwywaidd, coblyn gwrwywaidd: arlliw croen tywyll, hudol
🧝‍♀	coblyn benywaidd, hudol
🧝🏻‍♀	arlliw croen golau, coblyn benywaidd, coblyn benywaidd: arlliw croen golau, hudol
🧝🏼‍♀	arlliw croen canolig-golau, coblyn benywaidd, coblyn benywaidd: arlliw croen canolig-golau, hudol
🧝🏽‍♀	arlliw croen canolog, coblyn benywaidd, coblyn benywaidd: arlliw croen canolog, hudol
🧝🏾‍♀	arlliw croen canolig-tywyll, coblyn benywaidd, coblyn benywaidd: arlliw croen canolig-tywyll, hudol
🧝🏿‍♀	arlliw croen tywyll, coblyn benywaidd, coblyn benywaidd: arlliw croen tywyll, hudol
🧞	djinn, genie
🧞‍♂	djinn, genie gwrywaidd
🧞‍♀	djinn, genie benywaidd
🧟	meirw ar droed, meirw byw, sombi
🧟‍♂	meirw ar droed, meirw byw, sombi gwrywaidd
🧟‍♀	meirw ar droed, meirw byw, sombi benywaidd
💆	person yn derbyn tyluniad, salon, tyluniad, wyneb
💆🏻	arlliw croen golau, person yn derbyn tyluniad, person yn derbyn tyluniad: arlliw croen golau, salon, tyluniad, wyneb
💆🏼	arlliw croen canolig-golau, person yn derbyn tyluniad, person yn derbyn tyluniad: arlliw croen canolig-golau, salon, tyluniad, wyneb
💆🏽	arlliw croen canolog, person yn derbyn tyluniad, person yn derbyn tyluniad: arlliw croen canolog, salon, tyluniad, wyneb
💆🏾	arlliw croen canolig-tywyll, person yn derbyn tyluniad, person yn derbyn tyluniad: arlliw croen canolig-tywyll, salon, tyluniad, wyneb
💆🏿	arlliw croen tywyll, person yn derbyn tyluniad, person yn derbyn tyluniad: arlliw croen tywyll, salon, tyluniad, wyneb
💆‍♂	dyn, dyn yn derbyn tyluniad i’w wyneb, tyluniad, wyneb
💆🏻‍♂	arlliw croen golau, dyn, dyn yn derbyn tyluniad i’w wyneb, dyn yn derbyn tyluniad i’w wyneb: arlliw croen golau, tyluniad, wyneb
💆🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn derbyn tyluniad i’w wyneb, dyn yn derbyn tyluniad i’w wyneb: arlliw croen canolig-golau, tyluniad, wyneb
💆🏽‍♂	arlliw croen canolog, dyn, dyn yn derbyn tyluniad i’w wyneb, dyn yn derbyn tyluniad i’w wyneb: arlliw croen canolog, tyluniad, wyneb
💆🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn derbyn tyluniad i’w wyneb, dyn yn derbyn tyluniad i’w wyneb: arlliw croen canolig-tywyll, tyluniad, wyneb
💆🏿‍♂	arlliw croen tywyll, dyn, dyn yn derbyn tyluniad i’w wyneb, dyn yn derbyn tyluniad i’w wyneb: arlliw croen tywyll, tyluniad, wyneb
💆‍♀	menyw, menyw yn derbyn tyluniad i’w wyneb, tyluniad, wyneb
💆🏻‍♀	arlliw croen golau, menyw, menyw yn derbyn tyluniad i’w wyneb, menyw yn derbyn tyluniad i’w wyneb: arlliw croen golau, tyluniad, wyneb
💆🏼‍♀	arlliw croen canolig-golau, menyw, menyw yn derbyn tyluniad i’w wyneb, menyw yn derbyn tyluniad i’w wyneb: arlliw croen canolig-golau, tyluniad, wyneb
💆🏽‍♀	arlliw croen canolog, menyw, menyw yn derbyn tyluniad i’w wyneb, menyw yn derbyn tyluniad i’w wyneb: arlliw croen canolog, tyluniad, wyneb
💆🏾‍♀	arlliw croen canolig-tywyll, menyw, menyw yn derbyn tyluniad i’w wyneb, menyw yn derbyn tyluniad i’w wyneb: arlliw croen canolig-tywyll, tyluniad, wyneb
💆🏿‍♀	arlliw croen tywyll, menyw, menyw yn derbyn tyluniad i’w wyneb, menyw yn derbyn tyluniad i’w wyneb: arlliw croen tywyll, tyluniad, wyneb
💇	barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, torri
💇🏻	arlliw croen golau, barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, person yn cael ei wallt wedi’u torri: arlliw croen golau, torri
💇🏼	arlliw croen canolig-golau, barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, person yn cael ei wallt wedi’u torri: arlliw croen canolig-golau, torri
💇🏽	arlliw croen canolog, barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, person yn cael ei wallt wedi’u torri: arlliw croen canolog, torri
💇🏾	arlliw croen canolig-tywyll, barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, person yn cael ei wallt wedi’u torri: arlliw croen canolig-tywyll, torri
💇🏿	arlliw croen tywyll, barbwr, gwallt, harddwch, person yn cael ei wallt wedi’u torri, person yn cael ei wallt wedi’u torri: arlliw croen tywyll, torri
💇‍♂	dyn, dyn yn cael ei wallt wedi’u torri, gwallt, torri
💇🏻‍♂	arlliw croen golau, dyn, dyn yn cael ei wallt wedi’u torri, dyn yn cael ei wallt wedi’u torri: arlliw croen golau, gwallt, torri
💇🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn cael ei wallt wedi’u torri, dyn yn cael ei wallt wedi’u torri: arlliw croen canolig-golau, gwallt, torri
💇🏽‍♂	arlliw croen canolog, dyn, dyn yn cael ei wallt wedi’u torri, dyn yn cael ei wallt wedi’u torri: arlliw croen canolog, gwallt, torri
💇🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn cael ei wallt wedi’u torri, dyn yn cael ei wallt wedi’u torri: arlliw croen canolig-tywyll, gwallt, torri
💇🏿‍♂	arlliw croen tywyll, dyn, dyn yn cael ei wallt wedi’u torri, dyn yn cael ei wallt wedi’u torri: arlliw croen tywyll, gwallt, torri
💇‍♀	gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, torri
💇🏻‍♀	arlliw croen golau, gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, menyw yn cael ei gwallt wedi’u torri: arlliw croen golau, torri
💇🏼‍♀	arlliw croen canolig-golau, gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, menyw yn cael ei gwallt wedi’u torri: arlliw croen canolig-golau, torri
💇🏽‍♀	arlliw croen canolog, gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, menyw yn cael ei gwallt wedi’u torri: arlliw croen canolog, torri
💇🏾‍♀	arlliw croen canolig-tywyll, gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, menyw yn cael ei gwallt wedi’u torri: arlliw croen canolig-tywyll, torri
💇🏿‍♀	arlliw croen tywyll, gwallt, menyw, menyw yn cael ei gwallt wedi’u torri, menyw yn cael ei gwallt wedi’u torri: arlliw croen tywyll, torri
🚶	cerdded, heicio, person yn cerdded
🚶🏻	arlliw croen golau, cerdded, heicio, person yn cerdded, person yn cerdded: arlliw croen golau
🚶🏼	arlliw croen canolig-golau, cerdded, heicio, person yn cerdded, person yn cerdded: arlliw croen canolig-golau
🚶🏽	arlliw croen canolog, cerdded, heicio, person yn cerdded, person yn cerdded: arlliw croen canolog
🚶🏾	arlliw croen canolig-tywyll, cerdded, heicio, person yn cerdded, person yn cerdded: arlliw croen canolig-tywyll
🚶🏿	arlliw croen tywyll, cerdded, heicio, person yn cerdded, person yn cerdded: arlliw croen tywyll
🚶‍♂	cerdded, dyn, dyn yn cerdded, heicio
🚶🏻‍♂	arlliw croen golau, cerdded, dyn, dyn yn cerdded, dyn yn cerdded: arlliw croen golau, heicio
🚶🏼‍♂	arlliw croen canolig-golau, cerdded, dyn, dyn yn cerdded, dyn yn cerdded: arlliw croen canolig-golau, heicio
🚶🏽‍♂	arlliw croen canolog, cerdded, dyn, dyn yn cerdded, dyn yn cerdded: arlliw croen canolog, heicio
🚶🏾‍♂	arlliw croen canolig-tywyll, cerdded, dyn, dyn yn cerdded, dyn yn cerdded: arlliw croen canolig-tywyll, heicio
🚶🏿‍♂	arlliw croen tywyll, cerdded, dyn, dyn yn cerdded, dyn yn cerdded: arlliw croen tywyll, heicio
🚶‍♀	cerdded, heicio, menyw, menyw yn cerdded
🚶🏻‍♀	arlliw croen golau, cerdded, heicio, menyw, menyw yn cerdded, menyw yn cerdded: arlliw croen golau
🚶🏼‍♀	arlliw croen canolig-golau, cerdded, heicio, menyw, menyw yn cerdded, menyw yn cerdded: arlliw croen canolig-golau
🚶🏽‍♀	arlliw croen canolog, cerdded, heicio, menyw, menyw yn cerdded, menyw yn cerdded: arlliw croen canolog
🚶🏾‍♀	arlliw croen canolig-tywyll, cerdded, heicio, menyw, menyw yn cerdded, menyw yn cerdded: arlliw croen canolig-tywyll
🚶🏿‍♀	arlliw croen tywyll, cerdded, heicio, menyw, menyw yn cerdded, menyw yn cerdded: arlliw croen tywyll
🧍	dwy droed, person yn sefyll, sefyll
🧍🏻	arlliw croen golau, dwy droed, person yn sefyll, person yn sefyll: arlliw croen golau, sefyll
🧍🏼	arlliw croen canolig-golau, dwy droed, person yn sefyll, person yn sefyll: arlliw croen canolig-golau, sefyll
🧍🏽	arlliw croen canolog, dwy droed, person yn sefyll, person yn sefyll: arlliw croen canolog, sefyll
🧍🏾	arlliw croen canolig-tywyll, dwy droed, person yn sefyll, person yn sefyll: arlliw croen canolig-tywyll, sefyll
🧍🏿	arlliw croen tywyll, dwy droed, person yn sefyll, person yn sefyll: arlliw croen tywyll, sefyll
🧍‍♂	dyn, dyn yn sefyll, sefyll
🧍🏻‍♂	arlliw croen golau, dyn, dyn yn sefyll, dyn yn sefyll: arlliw croen golau, sefyll
🧍🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn sefyll, dyn yn sefyll: arlliw croen canolig-golau, sefyll
🧍🏽‍♂	arlliw croen canolog, dyn, dyn yn sefyll, dyn yn sefyll: arlliw croen canolog, sefyll
🧍🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn sefyll, dyn yn sefyll: arlliw croen canolig-tywyll, sefyll
🧍🏿‍♂	arlliw croen tywyll, dyn, dyn yn sefyll, dyn yn sefyll: arlliw croen tywyll, sefyll
🧍‍♀	menyw, menyw yn sefyll, sefyll
🧍🏻‍♀	arlliw croen golau, menyw, menyw yn sefyll, menyw yn sefyll: arlliw croen golau, sefyll
🧍🏼‍♀	arlliw croen canolig-golau, menyw, menyw yn sefyll, menyw yn sefyll: arlliw croen canolig-golau, sefyll
🧍🏽‍♀	arlliw croen canolog, menyw, menyw yn sefyll, menyw yn sefyll: arlliw croen canolog, sefyll
🧍🏾‍♀	arlliw croen canolig-tywyll, menyw, menyw yn sefyll, menyw yn sefyll: arlliw croen canolig-tywyll, sefyll
🧍🏿‍♀	arlliw croen tywyll, menyw, menyw yn sefyll, menyw yn sefyll: arlliw croen tywyll, sefyll
🧎	penlinio, person yn penlinio
🧎🏻	arlliw croen golau, penlinio, person yn penlinio, person yn penlinio: arlliw croen golau
🧎🏼	arlliw croen canolig-golau, penlinio, person yn penlinio, person yn penlinio: arlliw croen canolig-golau
🧎🏽	arlliw croen canolog, penlinio, person yn penlinio, person yn penlinio: arlliw croen canolog
🧎🏾	arlliw croen canolig-tywyll, penlinio, person yn penlinio, person yn penlinio: arlliw croen canolig-tywyll
🧎🏿	arlliw croen tywyll, penlinio, person yn penlinio, person yn penlinio: arlliw croen tywyll
🧎‍♂	dyn, dyn yn penlinio, penlinio
🧎🏻‍♂	arlliw croen golau, dyn, dyn yn penlinio, dyn yn penlinio: arlliw croen golau, penlinio
🧎🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn penlinio, dyn yn penlinio: arlliw croen canolig-golau, penlinio
🧎🏽‍♂	arlliw croen canolog, dyn, dyn yn penlinio, dyn yn penlinio: arlliw croen canolog, penlinio
🧎🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn penlinio, dyn yn penlinio: arlliw croen canolig-tywyll, penlinio
🧎🏿‍♂	arlliw croen tywyll, dyn, dyn yn penlinio, dyn yn penlinio: arlliw croen tywyll, penlinio
🧎‍♀	menyw / penlinio, menyw yn penlinio
🧎🏻‍♀	arlliw croen golau, menyw / penlinio, menyw yn penlinio, menyw yn penlinio: arlliw croen golau
🧎🏼‍♀	arlliw croen canolig-golau, menyw / penlinio, menyw yn penlinio, menyw yn penlinio: arlliw croen canolig-golau
🧎🏽‍♀	arlliw croen canolog, menyw / penlinio, menyw yn penlinio, menyw yn penlinio: arlliw croen canolog
🧎🏾‍♀	arlliw croen canolig-tywyll, menyw / penlinio, menyw yn penlinio, menyw yn penlinio: arlliw croen canolig-tywyll
🧎🏿‍♀	arlliw croen tywyll, menyw / penlinio, menyw yn penlinio, menyw yn penlinio: arlliw croen tywyll
👨‍🦯	dall, dyn, dyn â ffon wen, hygyrchedd
👨🏻‍🦯	arlliw croen golau, dall, dyn, dyn â ffon wen, dyn â ffon wen: arlliw croen golau, hygyrchedd
👨🏼‍🦯	arlliw croen canolig-golau, dall, dyn, dyn â ffon wen, dyn â ffon wen: arlliw croen canolig-golau, hygyrchedd
👨🏽‍🦯	arlliw croen canolog, dall, dyn, dyn â ffon wen, dyn â ffon wen: arlliw croen canolog, hygyrchedd
👨🏾‍🦯	arlliw croen canolig-tywyll, dall, dyn, dyn â ffon wen, dyn â ffon wen: arlliw croen canolig-tywyll, hygyrchedd
👨🏿‍🦯	arlliw croen tywyll, dall, dyn, dyn â ffon wen, dyn â ffon wen: arlliw croen tywyll, hygyrchedd
👩‍🦯	dall, hygyrchedd, menyw, menyw â ffon wen
👩🏻‍🦯	arlliw croen golau, dall, hygyrchedd, menyw, menyw â ffon wen, menyw â ffon wen: arlliw croen golau
👩🏼‍🦯	arlliw croen canolig-golau, dall, hygyrchedd, menyw, menyw â ffon wen, menyw â ffon wen: arlliw croen canolig-golau
👩🏽‍🦯	arlliw croen canolog, dall, hygyrchedd, menyw, menyw â ffon wen, menyw â ffon wen: arlliw croen canolog
👩🏾‍🦯	arlliw croen canolig-tywyll, dall, hygyrchedd, menyw, menyw â ffon wen, menyw â ffon wen: arlliw croen canolig-tywyll
👩🏿‍🦯	arlliw croen tywyll, dall, hygyrchedd, menyw, menyw â ffon wen, menyw â ffon wen: arlliw croen tywyll
👨‍🦼	cadair olwyn, dyn, dyn mewn cadair olwyn fodur, hygyrchedd
👨🏻‍🦼	arlliw croen golau, cadair olwyn, dyn, dyn mewn cadair olwyn fodur, dyn mewn cadair olwyn fodur: arlliw croen golau, hygyrchedd
👨🏼‍🦼	arlliw croen canolig-golau, cadair olwyn, dyn, dyn mewn cadair olwyn fodur, dyn mewn cadair olwyn fodur: arlliw croen canolig-golau, hygyrchedd
👨🏽‍🦼	arlliw croen canolog, cadair olwyn, dyn, dyn mewn cadair olwyn fodur, dyn mewn cadair olwyn fodur: arlliw croen canolog, hygyrchedd
👨🏾‍🦼	arlliw croen canolig-tywyll, cadair olwyn, dyn, dyn mewn cadair olwyn fodur, dyn mewn cadair olwyn fodur: arlliw croen canolig-tywyll, hygyrchedd
👨🏿‍🦼	arlliw croen tywyll, cadair olwyn, dyn, dyn mewn cadair olwyn fodur, dyn mewn cadair olwyn fodur: arlliw croen tywyll, hygyrchedd
👩‍🦼	cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur
👩🏻‍🦼	arlliw croen golau, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur, menyw mewn cadair olwyn fodur: arlliw croen golau
👩🏼‍🦼	arlliw croen canolig-golau, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur, menyw mewn cadair olwyn fodur: arlliw croen canolig-golau
👩🏽‍🦼	arlliw croen canolog, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur, menyw mewn cadair olwyn fodur: arlliw croen canolog
👩🏾‍🦼	arlliw croen canolig-tywyll, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur, menyw mewn cadair olwyn fodur: arlliw croen canolig-tywyll
👩🏿‍🦼	arlliw croen tywyll, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn fodur, menyw mewn cadair olwyn fodur: arlliw croen tywyll
👨‍🦽	cadair olwyn, dyn, dyn mewn cadair olwyn, hygyrchedd
👨🏻‍🦽	arlliw croen golau, cadair olwyn, dyn, dyn mewn cadair olwyn, dyn mewn cadair olwyn: arlliw croen golau, hygyrchedd
👨🏼‍🦽	arlliw croen canolig-golau, cadair olwyn, dyn, dyn mewn cadair olwyn, dyn mewn cadair olwyn: arlliw croen canolig-golau, hygyrchedd
👨🏽‍🦽	arlliw croen canolog, cadair olwyn, dyn, dyn mewn cadair olwyn, dyn mewn cadair olwyn: arlliw croen canolog, hygyrchedd
👨🏾‍🦽	arlliw croen canolig-tywyll, cadair olwyn, dyn, dyn mewn cadair olwyn, dyn mewn cadair olwyn: arlliw croen canolig-tywyll, hygyrchedd
👨🏿‍🦽	arlliw croen tywyll, cadair olwyn, dyn, dyn mewn cadair olwyn, dyn mewn cadair olwyn: arlliw croen tywyll, hygyrchedd
👩‍🦽	cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn
👩🏻‍🦽	arlliw croen golau, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn, menyw mewn cadair olwyn: arlliw croen golau
👩🏼‍🦽	arlliw croen canolig-golau, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn, menyw mewn cadair olwyn: arlliw croen canolig-golau
👩🏽‍🦽	arlliw croen canolog, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn, menyw mewn cadair olwyn: arlliw croen canolog
👩🏾‍🦽	arlliw croen canolig-tywyll, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn, menyw mewn cadair olwyn: arlliw croen canolig-tywyll
👩🏿‍🦽	arlliw croen tywyll, cadair olwyn, hygyrchedd, menyw, menyw mewn cadair olwyn, menyw mewn cadair olwyn: arlliw croen tywyll
🏃	marathon, person yn rhedeg, rhedeg
🏃🏻	arlliw croen golau, marathon, person yn rhedeg, person yn rhedeg: arlliw croen golau, rhedeg
🏃🏼	arlliw croen canolig-golau, marathon, person yn rhedeg, person yn rhedeg: arlliw croen canolig-golau, rhedeg
🏃🏽	arlliw croen canolog, marathon, person yn rhedeg, person yn rhedeg: arlliw croen canolog, rhedeg
🏃🏾	arlliw croen canolig-tywyll, marathon, person yn rhedeg, person yn rhedeg: arlliw croen canolig-tywyll, rhedeg
🏃🏿	arlliw croen tywyll, marathon, person yn rhedeg, person yn rhedeg: arlliw croen tywyll, rhedeg
🏃‍♂	dyn, dyn yn rhedeg, marathon, ras, rhedeg
🏃🏻‍♂	arlliw croen golau, dyn, dyn yn rhedeg, dyn yn rhedeg: arlliw croen golau, marathon, ras, rhedeg
🏃🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn rhedeg, dyn yn rhedeg: arlliw croen canolig-golau, marathon, ras, rhedeg
🏃🏽‍♂	arlliw croen canolog, dyn, dyn yn rhedeg, dyn yn rhedeg: arlliw croen canolog, marathon, ras, rhedeg
🏃🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn rhedeg, dyn yn rhedeg: arlliw croen canolig-tywyll, marathon, ras, rhedeg
🏃🏿‍♂	arlliw croen tywyll, dyn, dyn yn rhedeg, dyn yn rhedeg: arlliw croen tywyll, marathon, ras, rhedeg
🏃‍♀	marathon, menyw, menyw yn rhedeg, ras, rhedeg
🏃🏻‍♀	arlliw croen golau, marathon, menyw, menyw yn rhedeg, menyw yn rhedeg: arlliw croen golau, ras, rhedeg
🏃🏼‍♀	arlliw croen canolig-golau, marathon, menyw, menyw yn rhedeg, menyw yn rhedeg: arlliw croen canolig-golau, ras, rhedeg
🏃🏽‍♀	arlliw croen canolog, marathon, menyw, menyw yn rhedeg, menyw yn rhedeg: arlliw croen canolog, ras, rhedeg
🏃🏾‍♀	arlliw croen canolig-tywyll, marathon, menyw, menyw yn rhedeg, menyw yn rhedeg: arlliw croen canolig-tywyll, ras, rhedeg
🏃🏿‍♀	arlliw croen tywyll, marathon, menyw, menyw yn rhedeg, menyw yn rhedeg: arlliw croen tywyll, ras, rhedeg
💃	dawnsio, menyw, menyw yn dawnsio
💃🏻	arlliw croen golau, dawnsio, menyw, menyw yn dawnsio, menyw yn dawnsio: arlliw croen golau
💃🏼	arlliw croen canolig-golau, dawnsio, menyw, menyw yn dawnsio, menyw yn dawnsio: arlliw croen canolig-golau
💃🏽	arlliw croen canolog, dawnsio, menyw, menyw yn dawnsio, menyw yn dawnsio: arlliw croen canolog
💃🏾	arlliw croen canolig-tywyll, dawnsio, menyw, menyw yn dawnsio, menyw yn dawnsio: arlliw croen canolig-tywyll
💃🏿	arlliw croen tywyll, dawnsio, menyw, menyw yn dawnsio, menyw yn dawnsio: arlliw croen tywyll
🕺	dawnsio, dyn, dyn yn dawnsio
🕺🏻	arlliw croen golau, dawnsio, dyn, dyn yn dawnsio, dyn yn dawnsio: arlliw croen golau
🕺🏼	arlliw croen canolig-golau, dawnsio, dyn, dyn yn dawnsio, dyn yn dawnsio: arlliw croen canolig-golau
🕺🏽	arlliw croen canolog, dawnsio, dyn, dyn yn dawnsio, dyn yn dawnsio: arlliw croen canolog
🕺🏾	arlliw croen canolig-tywyll, dawnsio, dyn, dyn yn dawnsio, dyn yn dawnsio: arlliw croen canolig-tywyll
🕺🏿	arlliw croen tywyll, dawnsio, dyn, dyn yn dawnsio, dyn yn dawnsio: arlliw croen tywyll
🕴️	busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, gwisg
🕴🏻	arlliw croen golau, busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen golau, gwisg
🕴🏼	arlliw croen canolig-golau, busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-golau, gwisg
🕴🏽	arlliw croen canolog, busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolog, gwisg
🕴🏾	arlliw croen canolig-tywyll, busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-tywyll, gwisg
🕴🏿	arlliw croen tywyll, busnes, dyn, dyn mewn gwisg fusnes yn ymddyrchafu, dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen tywyll, gwisg
👯	clust, dawnsiwr, menyw, merch, pobl mewn parti
👯‍♂	dawnsiwr, dyn, dyn mewn parti, dynion, parti
👯‍♀	dawnsiwr, menyw, menyw mewn parti, menywod, parti
🧖	person mewn ystafell llawn stêm, sawna, ystafell stêm
🧖🏻	arlliw croen golau, person mewn ystafell llawn stêm, person mewn ystafell llawn stêm: arlliw croen golau, sawna, ystafell stêm
🧖🏼	arlliw croen canolig-golau, person mewn ystafell llawn stêm, person mewn ystafell llawn stêm: arlliw croen canolig-golau, sawna, ystafell stêm
🧖🏽	arlliw croen canolog, person mewn ystafell llawn stêm, person mewn ystafell llawn stêm: arlliw croen canolog, sawna, ystafell stêm
🧖🏾	arlliw croen canolig-tywyll, person mewn ystafell llawn stêm, person mewn ystafell llawn stêm: arlliw croen canolig-tywyll, sawna, ystafell stêm
🧖🏿	arlliw croen tywyll, person mewn ystafell llawn stêm, person mewn ystafell llawn stêm: arlliw croen tywyll, sawna, ystafell stêm
🧖‍♂	dyn mewn ystafell llawn stêm, sawna, ystafell stêm
🧖🏻‍♂	arlliw croen golau, dyn mewn ystafell llawn stêm, dyn mewn ystafell llawn stêm: arlliw croen golau, sawna, ystafell stêm
🧖🏼‍♂	arlliw croen canolig-golau, dyn mewn ystafell llawn stêm, dyn mewn ystafell llawn stêm: arlliw croen canolig-golau, sawna, ystafell stêm
🧖🏽‍♂	arlliw croen canolog, dyn mewn ystafell llawn stêm, dyn mewn ystafell llawn stêm: arlliw croen canolog, sawna, ystafell stêm
🧖🏾‍♂	arlliw croen canolig-tywyll, dyn mewn ystafell llawn stêm, dyn mewn ystafell llawn stêm: arlliw croen canolig-tywyll, sawna, ystafell stêm
🧖🏿‍♂	arlliw croen tywyll, dyn mewn ystafell llawn stêm, dyn mewn ystafell llawn stêm: arlliw croen tywyll, sawna, ystafell stêm
🧖‍♀	menyw mewn ystafell llawn stêm, sawna, ystafell stêm
🧖🏻‍♀	arlliw croen golau, menyw mewn ystafell llawn stêm, menyw mewn ystafell llawn stêm: arlliw croen golau, sawna, ystafell stêm
🧖🏼‍♀	arlliw croen canolig-golau, menyw mewn ystafell llawn stêm, menyw mewn ystafell llawn stêm: arlliw croen canolig-golau, sawna, ystafell stêm
🧖🏽‍♀	arlliw croen canolog, menyw mewn ystafell llawn stêm, menyw mewn ystafell llawn stêm: arlliw croen canolog, sawna, ystafell stêm
🧖🏾‍♀	arlliw croen canolig-tywyll, menyw mewn ystafell llawn stêm, menyw mewn ystafell llawn stêm: arlliw croen canolig-tywyll, sawna, ystafell stêm
🧖🏿‍♀	arlliw croen tywyll, menyw mewn ystafell llawn stêm, menyw mewn ystafell llawn stêm: arlliw croen tywyll, sawna, ystafell stêm
🧗	dringwr, person yn dringo
🧗🏻	arlliw croen golau, dringwr, person yn dringo, person yn dringo: arlliw croen golau
🧗🏼	arlliw croen canolig-golau, dringwr, person yn dringo, person yn dringo: arlliw croen canolig-golau
🧗🏽	arlliw croen canolog, dringwr, person yn dringo, person yn dringo: arlliw croen canolog
🧗🏾	arlliw croen canolig-tywyll, dringwr, person yn dringo, person yn dringo: arlliw croen canolig-tywyll
🧗🏿	arlliw croen tywyll, dringwr, person yn dringo, person yn dringo: arlliw croen tywyll
🧗‍♂	dringwr, dyn yn dringo
🧗🏻‍♂	arlliw croen golau, dringwr, dyn yn dringo, dyn yn dringo: arlliw croen golau
🧗🏼‍♂	arlliw croen canolig-golau, dringwr, dyn yn dringo, dyn yn dringo: arlliw croen canolig-golau
🧗🏽‍♂	arlliw croen canolog, dringwr, dyn yn dringo, dyn yn dringo: arlliw croen canolog
🧗🏾‍♂	arlliw croen canolig-tywyll, dringwr, dyn yn dringo, dyn yn dringo: arlliw croen canolig-tywyll
🧗🏿‍♂	arlliw croen tywyll, dringwr, dyn yn dringo, dyn yn dringo: arlliw croen tywyll
🧗‍♀	dringwr, menyw yn dringo
🧗🏻‍♀	arlliw croen golau, dringwr, menyw yn dringo, menyw yn dringo: arlliw croen golau
🧗🏼‍♀	arlliw croen canolig-golau, dringwr, menyw yn dringo, menyw yn dringo: arlliw croen canolig-golau
🧗🏽‍♀	arlliw croen canolog, dringwr, menyw yn dringo, menyw yn dringo: arlliw croen canolog
🧗🏾‍♀	arlliw croen canolig-tywyll, dringwr, menyw yn dringo, menyw yn dringo: arlliw croen canolig-tywyll
